,review,polarity,division
1441,sound quality pathetic give price tag sell rs,-0.3,negative
927,sound quality really nice sometimes take time listen build quality everything good range,0.3938,positive
2078,sound quality really really awesomeclear sound qualitytotally paisa vasool productthank amazon,0.3333,positive
2432,sound quality recognition problem not work properly,0.2,positive
3202,sound quality smart devices connectivity,0.3071,positive
3290,sound quality superb,0.7,positive
137,sound quality superb device look great stylish alexa good things show tv ad dim light play animal sound but world not end integration device poor take lot time software app work poor voice recognition extremely poor especially volume sometime scream feel like better google kar leta kaha alexa ko bola diya music say play songs start set sequence songs bore every time keep charge wipro smart bulb price deduction effectively alexa cost but wont feel worth speaker yes isat last good afford amazon but long way go,0.1696,positive
2831,sound quality superbconnectivity also goodi buy product,0.4,positive
2103,sound quality supper,0.4,positive
1699,sound quality unbeatable noone beat alexa baby sound quality lovely sound hear,0.34,positive
1226,sound quality voice recognition good not best dumber google assistant work nicely within amazon ecosystem lag bluetooth audio output need get smarter no ability continue conversation,0.675,positive
1546,sound quality voice recognition really good,0.55,positive
1200,sound quality voice recognition really goodmake sure set set privacy set delete record also delete record daily basis,0.275,positive
2572,sound reception output excellent,0.7,positive
1748,sound reception quality need improve often need repeat command alexa hear if little far device rest great addition,0.2781,positive
1688,sound speaker not clear volume,0.1167,positive
1933,sound system awesome but no battery backup speaker need continuous power supply power get off will automatically switch off,0.7,positive
1669,sound system good but chargable battery inside use multiple movable place,0.35,positive
1326,sound u connect alexa phone use bluetooth play different n low unlike normal soundvery disappoint,-0.04,negative
132,soundaudio quality much better competitors but come ai poor ai look like not learn time follow simple command graduate guy implement if speaker go good brand poor integration mobile app fire stick didnt find module understand important family not support marathi regional language not interpret marathi sonngs clearly neither marathi name,0.056,positive
3721,sount quality become better but still get better connectivity devices not layman friendly yet,0.4583,positive
2115,speak loud listen alexa didnt listen speak slow also didnt listen properly song full volume alexa,0.0375,positive
1225,speaker claim not smart doesnt understand even simplest things first attempt sound quality good,0.3911,positive
654,speaker could clear support gk question would appreciate excellent companion home highly recommend,0.41,positive
1736,speaker decent but quality woofer not good months purchase date sound expulsions seriously issue solve,-0.1722,negative
689,speaker excellent however alexa voice command useful many devices,0.36,positive
32,speaker good news music extent but worst alexa speak sound muffle difficult understand especially fan ac equalizer wud not manage alexas speech news music etc inconvenienti echo devices homepod but alexa supercool assistant problem echo dot gen go better echo model wud recommend test first make buy decision,0.0167,positive
484,speaker good quality decent sound output,0.4922,positive
391,speaker good quality search many query but compare google lag answer google mostly accurate but alexa not need upgrade knowledge baseai otherwise worth money,0.38,positive
10,speaker larger think would bite chunky but not heavy doesnt move nicely weight even if play full volume though believe volume would enough people sound good indeed bollywood dance songs play great even rock metal songs enjoyable bass not heavy but sound seem weight nice bass heavy songs alexa make easy many things especially if smart appliances light home compatible sone things find enjoyable ask alexa turn tv via smart plug play particular show fire tv stick time get live room everythings show start even use call family dinner if two echo speakers privacy issue but comfortable give convenience provide play music news weather update traffic update read kindle library book possibilities endless spotify nicely integrate alexa downside google feud mean theres no youtube youtube music support officially run hoop get work ps look paul hibbert youtube oh irony ppsamit bachchans voice available via amitji keyword but unfortunately pay extra,0.2555,positive
